IP;United_States_West;United_States_East;United_Kingdom;Australia;France;South_Korea;Japan;Spain;Italy;Brazil;Canada_West;Canada_East;Germany_West;Germany_East;Poland;Russian;Sweden;Turkey
185.42.206.225;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.204.72;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
185.42.205.114;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
52.223.197.80;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.204.148;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;1;1
185.42.206.217;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
2.22.146.90;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.204.251;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
52.223.195.172;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.67.241;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
52.223.197.44;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
52.223.197.4;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.65.6;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.206.242;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.204.49;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
185.42.206.158;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.65.155;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1
99.181.64.217;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
52.223.199.4;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
185.42.205.227;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
52.223.195.150;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.204.119;0;0;1;0;1;0;0;1;1;0;0;1;1;1;1;0;0;1
52.223.200.120;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.65.226;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
52.223.195.21;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.204.91;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.197.181;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.67.162;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1
99.181.65.207;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
185.42.206.236;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
52.223.195.152;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.205.30;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;1;1
185.42.206.204;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.200.222;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
185.42.205.120;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;1;1
52.223.199.51;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.204.232;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.205.39;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
99.181.64.214;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
52.223.200.166;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1
52.223.197.35;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.206.235;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.67.36;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.66.190;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
185.42.206.80;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.200.11;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1
52.223.195.235;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.205.232;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.70;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.199;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.205.69;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
99.181.65.198;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
52.223.195.192;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.199.199;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1
52.223.197.170;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.64.216;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.204.239;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.64.163;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.205.48;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
185.42.204.60;0;0;1;0;1;0;0;0;0;0;0;1;1;1;1;0;0;1
52.223.197.171;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.204.28;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.204.182;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.197.220;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.205.111;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;1;1
185.42.206.28;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.65.218;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.204.234;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.206.211;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.207.219;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.113;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
52.223.195.249;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.67.250;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0
185.42.206.85;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.200.90;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1
99.181.66.48;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
99.181.66.11;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
99.181.66.199;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
99.181.67.238;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
185.42.207.125;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.68.141;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
52.223.200.115;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.64.167;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
99.181.65.20;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.205.181;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.205.62;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
99.181.67.144;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.205.42;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
52.223.200.207;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
185.42.206.149;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.206.52;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.204.228;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.207.232;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.205.137;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
52.223.197.175;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.207.241;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
99.181.64.236;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
99.181.67.242;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
99.181.67.4;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
99.181.66.253;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
185.42.206.91;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.150;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.22;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
52.223.200.204;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1
52.223.197.45;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.205.52;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;0
52.223.199.53;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.197.78;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.204.82;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
99.181.68.169;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
52.223.199.61;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
185.42.206.5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.199.24;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.64.205;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
99.181.67.179;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.207.27;0;0;1;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1
52.223.197.246;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.197.167;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.197.122;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.195.93;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
52.223.195.112;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.205.64;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
52.223.195.162;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.66.40;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
185.42.205.88;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
52.223.199.52;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.206.61;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.207.228;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
99.181.64.220;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
52.223.197.225;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.65.151;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
99.181.65.236;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.206.188;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.97;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.65.204;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
99.181.65.235;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.207.210;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.76;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
99.181.66.227;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
52.223.200.52;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1
52.223.195.158;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.197.66;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.67.214;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
99.181.64.209;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
52.223.195.92;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
52.223.197.75;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.66.198;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
99.181.64.244;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
99.181.67.145;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
52.223.195.42;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1
99.181.65.46;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.204.109;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
185.42.207.104;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.205.15;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.64.82;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;1;0;1
185.42.205.95;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.68.168;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
185.42.204.101;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.204.65;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
185.42.206.13;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.64.116;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.206.88;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.197.214;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.195.233;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.64.222;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
52.223.200.164;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
185.42.204.89;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
185.42.205.239;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.67.211;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.206.106;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.205.24;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;1;1
99.181.65.55;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.205.204;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.205.44;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
52.223.225.217;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
52.223.197.184;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.205.224;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.67.37;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
99.181.65.251;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
185.42.205.209;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.205.38;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;1;1
185.42.206.10;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.206.184;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.204.114;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1
185.42.207.200;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.207.177;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.66.214;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
52.223.199.200;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1
185.42.204.204;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.64.10;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;0;1
99.181.66.29;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.205.171;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
52.223.197.43;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.204.36;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
185.42.204.179;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.207.249;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
99.181.67.32;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.64.30;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.197.118;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.65.181;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.206.234;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
99.181.66.52;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.205.187;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.204.90;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
2.22.146.88;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.195.143;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.206.39;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.206.104;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.206.194;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
2.18.65.56;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.207.107;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
52.223.195.77;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.195.201;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.67.50;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
52.223.195.65;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
52.223.197.77;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.206.165;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
52.223.195.133;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
52.223.195.83;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.200.138;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
99.181.64.45;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
52.223.197.40;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
52.223.200.122;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1
99.181.66.45;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.204.16;0;0;1;0;1;0;0;1;1;0;0;1;1;1;1;0;0;1
52.223.197.113;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.175;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.205.202;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.204.48;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
52.223.195.214;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.199.226;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1
185.42.204.73;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
99.181.64.247;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
99.181.66.50;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
185.42.206.190;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.205.110;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
185.42.206.103;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
99.181.68.145;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
99.181.65.186;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
52.223.195.107;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.65.241;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
185.42.204.252;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.204.15;0;0;1;0;0;0;0;1;1;0;0;1;1;1;1;0;0;1
185.42.207.14;0;0;1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1
99.181.66.8;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.206.228;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.207.103;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.65.174;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
52.223.195.32;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
52.223.195.5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.205.105;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;1;1
52.223.199.18;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1
52.223.200.12;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1
185.42.204.145;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;1;0
52.223.195.68;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.207.240;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.67.218;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.204.141;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
52.223.195.34;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.67.243;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
52.223.200.23;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.204.164;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
185.42.204.237;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.204.200;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.205.198;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
2.18.65.97;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.207.108;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1
185.42.204.249;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.204.166;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.64.50;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;1;0;1
52.223.195.176;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.207.247;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
185.42.204.177;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.207.202;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.200.172;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
185.42.204.125;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
99.181.64.57;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.205.197;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.68.165;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.205.245;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.206.250;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
185.42.204.112;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
52.223.195.39;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.197.185;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.204.243;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.67.19;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
185.42.206.209;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.204.144;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
99.181.64.29;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;1;0;1
185.42.204.203;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.204.170;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.197.126;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.6;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.65.228;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.205.67;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;1;1
185.42.205.84;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;1;0
99.181.64.33;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;1;0;1
52.223.195.120;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.204.205;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.65.179;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
52.223.197.67;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.66.219;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1
99.181.67.137;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
185.42.207.170;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.204.70;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
185.42.206.25;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.205.8;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
99.181.64.11;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.207.218;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1
185.42.204.46;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.66.10;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
52.223.199.6;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
99.181.66.17;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
99.181.66.47;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.205.100;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
99.181.67.45;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1
