IP;United_States_West;United_States_East;United_Kingdom;Australia;France;South_Korea;Japan;Spain;Italy;Brazil;Canada_West;Canada_East;Germany_West;Germany_East;Poland;Russian;Sweden;Turkey
192.16.65.133;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.244.93;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.172;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
192.16.65.6;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.227.32;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.244.122;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.45;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.226.234;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.52;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.228.19;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
99.181.97.71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.228.9;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
192.16.65.11;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
99.181.97.79;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.96.125;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
52.223.226.100;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.228.99;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
52.223.244.84;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.106;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.244.181;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.45;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.226.83;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.226.112;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.244.126;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.179;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
99.181.97.142;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.39;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.146;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.75;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.187;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.228.118;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.151;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
99.181.96.118;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0
192.16.65.124;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.226.229;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.25;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.160;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.244.172;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.18;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.226.105;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.227.28;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.172;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.228.4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.58;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.228.28;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
52.223.226.102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.228.68;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.47;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.226.99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.181;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.126;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.228.37;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.244.248;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.244.79;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.150;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.168;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.139;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.227.186;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.108;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.227.54;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.53;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.14;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
192.16.65.182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.174;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.24;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
99.181.97.182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.244.131;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.40;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.228.17;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
52.223.244.153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.244.117;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.226.155;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.140;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.244.187;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.136;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.226.116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.183;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.132;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.56;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.23;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.226.149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.244.85;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.226.120;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.227.171;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.226.75;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.119;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.227.40;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
99.181.97.113;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.187;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.227.119;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.226.157;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.244.83;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.56;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.184;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.244.82;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.244.211;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.112;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.227.34;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.178;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.158;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.247.95;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.132;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
99.181.97.134;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.96.10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.226.249;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.244.160;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.226.91;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.121;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.226.74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.244.148;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.112;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
192.16.65.16;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192.16.65.171;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.226.150;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.97.140;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.226.135;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.228.207;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.224.114;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.246.24;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.228.252;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.55;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.207;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.224.60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.207;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.166;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.147;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.116;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.217;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.157;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.229.41;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.44;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.95;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.243.110;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.105;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.224.9;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.243.213;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.87;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.243.63;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.224.147;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.243.209;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.254;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.253;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.83;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.247;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.36;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.240;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.241;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.37;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.27;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.68;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.67;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.131;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.91;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.225.42;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.243.180;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.94;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.243.104;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.228.165;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.58;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.203;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.75;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.243.62;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.99;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.33;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.232;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.91;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.81;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.229.28;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.39;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.228.197;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.164;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.102;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.44;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.246.244;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.101;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.87;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.228.141;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.167;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.80;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.243.61;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.89;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.236;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.228.253;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.72;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.243.220;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.225;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.49;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.224.158;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.225.68;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.243.32;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.235;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.34;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.224.108;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.246.228;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.57;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.243.59;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.45;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.229;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.228;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.103;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.246.104;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.80;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.122;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.228.246;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.66;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.26;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.102;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.228.248;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.19;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.93;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.243.172;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.86;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.246.4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.154;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.228.245;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.229.48;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.100;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.84;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.192;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.83;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.40;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.229.13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.73;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.243.150;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.246;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.202;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.224.47;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.243.50;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.57;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.234;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.152;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.214;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.224.122;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.226;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.98;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.224.150;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.225.82;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.246.225;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.93;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.48;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.224.180;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.229.51;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.84;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.137;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.209;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.159;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.31;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.184;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.115;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.243.227;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.100;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.27;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.229.52;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.21;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.46;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.228.236;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.51;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.77;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.98;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.225.126;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.246.134;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.92;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.211;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.229.33;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.193;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.229.43;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.150;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.133;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.51;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.229.7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.228.237;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.229.56;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.38;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.224.183;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.206;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.224.182;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.224.32;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.243.238;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.56;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.235;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.35;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.212;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.230;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.24;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.224.79;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.229.42;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.170;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.149;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.158;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.148;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.86;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.236;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.224;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.194;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.69;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.224.156;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.224.176;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.237;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.225.92;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.53;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.246.230;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.243.124;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.224.151;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52.223.243.48;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
